participantId,prolificId,eventType,questionId,question,optionA,optionB,choice,taskLabel,probability,certainAmount,trialIndex,indifferencePoint
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls6.25","75% chance of eggrolls100","certain","eggrolls100 Discounting",0.75,6.25,3,1.5625
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls3.125","75% chance of eggrolls100","certain","eggrolls100 Discounting",0.75,3.125,4,1.5625
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls50","50% chance of eggrolls100","certain","eggrolls100 Discounting",0.5,50,0,1.5625
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls25","50% chance of eggrolls100","certain","eggrolls100 Discounting",0.5,25,1,1.5625
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls12.5","50% chance of eggrolls100","certain","eggrolls100 Discounting",0.5,12.5,2,1.5625
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls6.25","50% chance of eggrolls100","certain","eggrolls100 Discounting",0.5,6.25,3,1.5625
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls3.125","50% chance of eggrolls100","certain","eggrolls100 Discounting",0.5,3.125,4,1.5625
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls50","20% chance of eggrolls100","certain","eggrolls100 Discounting",0.2,50,0,42.1875
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls25","20% chance of eggrolls100","probabilistic","eggrolls100 Discounting",0.2,25,1,42.1875
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls37.5","20% chance of eggrolls100","probabilistic","eggrolls100 Discounting",0.2,37.5,2,42.1875
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls43.75","20% chance of eggrolls100","certain","eggrolls100 Discounting",0.2,43.75,3,42.1875
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls40.625","20% chance of eggrolls100","probabilistic","eggrolls100 Discounting",0.2,40.625,4,42.1875
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls50","5% chance of eggrolls100","probabilistic","eggrolls100 Discounting",0.05,50,0,98.4375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls75","5% chance of eggrolls100","probabilistic","eggrolls100 Discounting",0.05,75,1,98.4375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls87.5","5% chance of eggrolls100","probabilistic","eggrolls100 Discounting",0.05,87.5,2,98.4375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls93.75","5% chance of eggrolls100","probabilistic","eggrolls100 Discounting",0.05,93.75,3,98.4375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls96.875","5% chance of eggrolls100","probabilistic","eggrolls100 Discounting",0.05,96.875,4,98.4375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$50","100% chance of $100","probabilistic","$100 Discounting",1,50,0,73.4375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$75","100% chance of $100","certain","$100 Discounting",1,75,1,73.4375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$62.5","100% chance of $100","probabilistic","$100 Discounting",1,62.5,2,73.4375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$68.75","100% chance of $100","probabilistic","$100 Discounting",1,68.75,3,73.4375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$71.875","100% chance of $100","probabilistic","$100 Discounting",1,71.875,4,73.4375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$50","75% chance of $100","probabilistic","$100 Discounting",0.75,50,0,98.4375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$75","75% chance of $100","probabilistic","$100 Discounting",0.75,75,1,98.4375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$87.5","75% chance of $100","probabilistic","$100 Discounting",0.75,87.5,2,98.4375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$93.75","75% chance of $100","probabilistic","$100 Discounting",0.75,93.75,3,98.4375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$96.875","75% chance of $100","probabilistic","$100 Discounting",0.75,96.875,4,98.4375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$50","50% chance of $100","certain","$100 Discounting",0.5,50,0,48.4375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$25","50% chance of $100","probabilistic","$100 Discounting",0.5,25,1,48.4375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$37.5","50% chance of $100","probabilistic","$100 Discounting",0.5,37.5,2,48.4375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$43.75","50% chance of $100","probabilistic","$100 Discounting",0.5,43.75,3,48.4375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$46.875","50% chance of $100","probabilistic","$100 Discounting",0.5,46.875,4,48.4375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$50","20% chance of $100","certain","$100 Discounting",0.2,50,0,23.4375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$25","20% chance of $100","certain","$100 Discounting",0.2,25,1,23.4375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$12.5","20% chance of $100","probabilistic","$100 Discounting",0.2,12.5,2,23.4375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$18.75","20% chance of $100","probabilistic","$100 Discounting",0.2,18.75,3,23.4375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$21.875","20% chance of $100","probabilistic","$100 Discounting",0.2,21.875,4,23.4375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$50","5% chance of $100","certain","$100 Discounting",0.05,50,0,1.5625
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$25","5% chance of $100","certain","$100 Discounting",0.05,25,1,1.5625
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$12.5","5% chance of $100","certain","$100 Discounting",0.05,12.5,2,1.5625
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$6.25","5% chance of $100","certain","$100 Discounting",0.05,6.25,3,1.5625
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$3.125","5% chance of $100","certain","$100 Discounting",0.05,3.125,4,1.5625
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$5","100% chance of $10","certain","$10 Discounting",1,5,0,4.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$2.5","100% chance of $10","probabilistic","$10 Discounting",1,2.5,1,4.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$3.75","100% chance of $10","probabilistic","$10 Discounting",1,3.75,2,4.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$4.375","100% chance of $10","probabilistic","$10 Discounting",1,4.375,3,4.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$4.6875","100% chance of $10","probabilistic","$10 Discounting",1,4.6875,4,4.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$5","75% chance of $10","probabilistic","$10 Discounting",0.75,5,0,9.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$7.5","75% chance of $10","probabilistic","$10 Discounting",0.75,7.5,1,9.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$8.75","75% chance of $10","probabilistic","$10 Discounting",0.75,8.75,2,9.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$9.375","75% chance of $10","probabilistic","$10 Discounting",0.75,9.375,3,9.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$9.6875","75% chance of $10","probabilistic","$10 Discounting",0.75,9.6875,4,9.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$5","50% chance of $10","probabilistic","$10 Discounting",0.5,5,0,9.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$7.5","50% chance of $10","probabilistic","$10 Discounting",0.5,7.5,1,9.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$8.75","50% chance of $10","probabilistic","$10 Discounting",0.5,8.75,2,9.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$9.375","50% chance of $10","probabilistic","$10 Discounting",0.5,9.375,3,9.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$9.6875","50% chance of $10","probabilistic","$10 Discounting",0.5,9.6875,4,9.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$5","20% chance of $10","probabilistic","$10 Discounting",0.2,5,0,9.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$7.5","20% chance of $10","probabilistic","$10 Discounting",0.2,7.5,1,9.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$8.75","20% chance of $10","probabilistic","$10 Discounting",0.2,8.75,2,9.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$9.375","20% chance of $10","probabilistic","$10 Discounting",0.2,9.375,3,9.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$9.6875","20% chance of $10","probabilistic","$10 Discounting",0.2,9.6875,4,9.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$5","5% chance of $10","certain","$10 Discounting",0.05,5,0,2.03125
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$2.5","5% chance of $10","certain","$10 Discounting",0.05,2.5,1,2.03125
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$1.25","5% chance of $10","probabilistic","$10 Discounting",0.05,1.25,2,2.03125
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$1.875","5% chance of $10","probabilistic","$10 Discounting",0.05,1.875,3,2.03125
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","$2.1875","5% chance of $10","certain","$10 Discounting",0.05,2.1875,4,2.03125
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls5","100% chance of eggrolls10","certain","eggrolls10 Discounting",1,5,0,2.03125
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls2.5","100% chance of eggrolls10","certain","eggrolls10 Discounting",1,2.5,1,2.03125
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls1.25","100% chance of eggrolls10","probabilistic","eggrolls10 Discounting",1,1.25,2,2.03125
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls1.875","100% chance of eggrolls10","probabilistic","eggrolls10 Discounting",1,1.875,3,2.03125
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls2.1875","100% chance of eggrolls10","certain","eggrolls10 Discounting",1,2.1875,4,2.03125
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls5","75% chance of eggrolls10","certain","eggrolls10 Discounting",0.75,5,0,2.34375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls2.5","75% chance of eggrolls10","certain","eggrolls10 Discounting",0.75,2.5,1,2.34375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls1.25","75% chance of eggrolls10","probabilistic","eggrolls10 Discounting",0.75,1.25,2,2.34375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls1.875","75% chance of eggrolls10","probabilistic","eggrolls10 Discounting",0.75,1.875,3,2.34375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls2.1875","75% chance of eggrolls10","probabilistic","eggrolls10 Discounting",0.75,2.1875,4,2.34375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls5","50% chance of eggrolls10","probabilistic","eggrolls10 Discounting",0.5,5,0,9.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls7.5","50% chance of eggrolls10","probabilistic","eggrolls10 Discounting",0.5,7.5,1,9.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls8.75","50% chance of eggrolls10","probabilistic","eggrolls10 Discounting",0.5,8.75,2,9.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls9.375","50% chance of eggrolls10","probabilistic","eggrolls10 Discounting",0.5,9.375,3,9.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls9.6875","50% chance of eggrolls10","probabilistic","eggrolls10 Discounting",0.5,9.6875,4,9.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls5","20% chance of eggrolls10","probabilistic","eggrolls10 Discounting",0.2,5,0,9.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls7.5","20% chance of eggrolls10","probabilistic","eggrolls10 Discounting",0.2,7.5,1,9.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls8.75","20% chance of eggrolls10","probabilistic","eggrolls10 Discounting",0.2,8.75,2,9.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls9.375","20% chance of eggrolls10","probabilistic","eggrolls10 Discounting",0.2,9.375,3,9.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls9.6875","20% chance of eggrolls10","probabilistic","eggrolls10 Discounting",0.2,9.6875,4,9.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls5","5% chance of eggrolls10","probabilistic","eggrolls10 Discounting",0.05,5,0,9.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls7.5","5% chance of eggrolls10","probabilistic","eggrolls10 Discounting",0.05,7.5,1,9.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls8.75","5% chance of eggrolls10","probabilistic","eggrolls10 Discounting",0.05,8.75,2,9.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls9.375","5% chance of eggrolls10","probabilistic","eggrolls10 Discounting",0.05,9.375,3,9.84375
"P648615","65cd164122345f20629bede9","discountingTrial","","Which would you prefer?","eggrolls9.6875","5% chance of eggrolls10","probabilistic","eggrolls10 Discounting",0.05,9.6875,4,9.84375
